text,label
മരുന്നു   മാഫിയക്ക്   കൂട്ട് നിന്നില്ലെങ്കിൽ   പരസ്യം   പോകും <br>നമ്മുടെ നാട്ടിൽ   എത്രയോ   വൈദ്യൻ മാർ   ഉണ്ടായിരുന്നു   അവരെല്ലാം   കള്ളന്മാർ   ആയിരുന്നൂന്നോ   mbbs   സസുകാർ   കൂണുപോലെ  മുളച്ചിട്ട്   എത്രകാലമായി   അത്‌വരെ   നമുടെ   അപ്പനപ്പൂപ്പൻ   മാരെവരെ   ചികില്സിച്ചത്   നിങ്ങൾ   പറഞ്ഞ   മുറിവൈദ്യന്മാരല്ലേ   ഏതെങ്കിലും   ഒരു   ima  കാരൻ   100%  ഉറപ്പോടെ    ഒരു   കൊറോണ രോഗിയെ   ചികിൽസിക്കാൻ   പറ്റുമോ    ഇല്ല   പറ്റുന്നയാളുണ്ടെങ്കിൽ   അയാളെ   അമേരിക്കയിൽ   വിടൂ   എല്ലാവരും  നമുക്ക്  വേണം   ഡോക്ടർ  മാരും   വൈദ്യന്മാരും    ആരെയും   അപമാനിക്കാൻ   നമുക്കവകാശമില്ല,Fake
"നിങ്ങൾക്കിഷ്ടമുള്ള രാജ്യം തൊട്ടാൽഅവിടത്തെ ഇന്നത്തെ കോവി ടിന്റ വിവരങ്ങൾ അറിയാം<a href=""",Fake
"എവിടെ പ്രോട്ടോകോൾ, ജനങ്ങൾ വിഡ്ഢി അല്ല",original
വിവരക്കേടിന്റെ മന്ത്രിസഭ.,original
indiaye nanam keduthunna kumbhamela,Fake
സത്യമേ വജയാതെ.,Fake
"സാജൻ sir അങ്ങയുടെ നാവ് പൊന്നാകട്ടെ പറഞ്ഞത് സത്യമാകട്ടെ, ജനങ്ങൾ മരിക്കുന്നതു കാണാനും കേൾക്കാനും ശക്തിയില്ലാതായി, ഇനിയെങ്കിലും മനുഷ്യൻ ഒന്നു മനസിലാക്കുക, ഈ ജീവിതം ഏതുനിമിഷവും തീരാവുന്ന വെറും ഈയാംപാറ്റയെപ്പോലെയാണ്, കള്ളവും ചതിയും കുതികാൽവെട്ടും മോഷണവും പ്രതികാരവും, പീഡനവും ഒക്കെ നിർത്തി പരസ്പരം സ്നേഹത്തോടെ ഉള്ള ജീവിതം ജീവിക്കുക, കൊറോണ വന്നു മരിച്ചവർ ഉറ്റവരും ഉടയവരും അടുത്തില്ലാതെ പ്രിയപ്പെട്ടവരേ കാണാനോ മിണ്ടാനോ സാധിക്കാതെ കടന്നുപോയി, സംസ്കരിക്കാൻ പോലും തൊടാൻ പേടി അനാഥരെപ്പോലെ കുഴിമാടത്തിലേക്ക്, ഇത്രയേ ഉള്ളു മനുഷ്യ ജീവിതം, നേടിയതൊന്നും കൊണ്ടുപോകാതെ യാത്രയായി, ഇത് ദൈവത്തിന്റെ ഒരു ഓർമപ്പെടുത്തലാണ് അഹങ്കാരം കുറക്കാൻ.",Fake
enthu party aanu ithu full vattan mar anallo,original
ജെനിച്ചത് കേരളത്തിൽ . ഞാൻ educated അല്ല അതുകൊണ്ട് uae ൽ താമസിക്കുന്നു <br>വന്നാൽ 7 ദിവസം ഹോ . 10 ദിവസാണ് ലീവ് . എത്ര മനോഹരമായ ആചാരം ,original
king jong un verum kalla thayoli ahh pooran myrane indial vallom kittiya thala adichpolikkum,Fake
<br>ഇങ്ങടെ ഗം ഒരു ഗും ന്നേന്ന്!,original
ഇത് വെറും സാമ്പിള് വെടി കെട്ടു മാത്രം .,Fake
ചൈന മനുഷ്യരാശിയെ മുഴുവൻ നശിപ്പിച്ചു ലോകത്തിലെ ഏറ്റവും വലിയ സാമ്പത്തിക രാജ്യമായി ഉയർത്താൻ ചെയ്ദ ജൈവാ യുധം  ആയിരിക്കില്ലേ ഇത്?,Fake
ചൈന ചതിക്കും,Fake
സകരിയ നീ അങ്ങനെ പറയരുത്. നീ സംഗികളുടെ  സ്വന്തം ആള ല്ലെ,Fake
കഷ്ടം!<br>തിരുവാതിരയെ  നാണം കെടുത്തി.,original
"shame,",original
"these type of allegations were there before election also, we saw what happened, people of kerala is with ldf, no matter how much media syndicate try we people will vote for ldf only.",original
"ആദ്യം, തബ്ലീഗ്,കോവിഡ്, ഇലക്ഷൻ,കോവിഡ്, കുംഭം,കോവിഡ്, ഇതൊക്കെ,വക, വേദം വന്ന കോവിഡ് ആണ്, പക്ഷേ ഏറ്റവും കൂടുതൽ ആളുകൾ, മരിച്ചു വീണത്, കുംഭം,കോവിഡ്, അത് കൊണ്ട്, ഉടനെ തന്നെ, കുംഭം കോവിഡ്, ഇല്ലായ്മ ചെയ്യാൻ പറ്റുമോ എന്ന് നോക്കുക",Fake
പുരുഷ സഖാക്കൾ - വനിതാ സഖാക്കൾ  സമത്വം പറയുന്ന പുരോഗമന പ്രസ്ഥാനം,original
markist partiyude supportarmark  naduviral namaskaram,original
ഇനി നമ്മുടെ നെഞ്ചേത്തേക്ക് വരും<br>അടക്കണം പുറത്ത് ഇറങ്ങിരുത് കോപ്പ് എന്നൊക്കെ പറഞ്ഞ് ഇവർക്കൊക്കെ എന്തും ആകാമല്ലോ,original
ശരിക്കും കാരണഭൂതനിട്ടു താങ്‌യതാണോ ,original
anyone in north korea with coronavirus will be shot dead.,Fake
vicharana kudathe thukillettuka.saudiyilum eppol niyamam ethanu.,Fake
"ethenu  loka janangal  chinaku  pane kodukanam.<br>chinayudea  oru  sathangalum .vangaruthu.<br>nammaleaa dhurethathelakeya  chinaku  valaranulla  avasaram  oru rajyavum  kodukkaruthu.<br>prethyakechu pravasekal.<br>nateleku pokumbool  oru china  sathanavum  vangaruthu.<br>nammaleyum kudumbangaleyum,<br>makkalude vedhyabyasam<br>thozhel ellam nashtapeduthe  bayappedutheya  chinaku  panekodukkan  oroo indiakaranum  uracha theerumanam edutheaa pattuoooo.",Fake
chetante avatharanam adipoli,original
corona enta appachanem kond poyi,Fake
ഉളുപ്പ് തീരെ ഇല്ലാത്ത വർഗം.,original
സത്യത്തിൽ ചിരിച്ചു ചത്തു.,original
best.ippol lokam muzhuvan padarnnu pandhalichu,Fake
കേരളത്തിന്റെ ഒരേയൊരു കിം ജോൺ ഉന്ന ,original
കൊറോണ ലോകം മുഴുവൻ പരത്താൻ കനലൊരു തരി മതി.,original
nikoodamaierikunnava purathariyathirikukayilla,Fake
"അലോപ്പതി മനുഷ്യനെ രോഗിയാക്കുന്നു, ആയുസ്സ് കുറക്കുന്നു. <br>ആയുർവേദം രോഗം മാറുന്നു.സൈഡ് എഫക്റ്റും ഇല്ല.",Fake
തൃശൂർ പിന്നെയും നടന്നു തിരുവാതിര ഇവന്മാർക്ക് നാണമില്ലേ ,original
china  can  do  it  .china  can conquer corona  virus.,Fake
ഈ പാർട്ടിയുടെ ഒരു അധഃപതനം,original
അവരുടെ ഭാഗം തെളിയിക്കാൻ അവർക്ക് ഒരു അവസരം കൊടുത്തുകൂടെ<br>അലോപ്പതിക്കാർ മറ്റുള്ളവരെ വളരാൻ സമ്മതിക്കില്ല,Fake
ejathy tems ,original
കേരളത്തെ . ഒന്നൊന്നായി വമ്പൻ പ്രളയം വിഴുങ്ങിയപ്പോൾ ദുരിതാശ്വാസ ഫണ്ടിൽ നിന്നും ഫണ്ട് അടിച്ചി മാറ്റിയില്ലേ  കമ്മ്യൂണിസ്റ്റ് പാർട്ടി,original
ഇതിന് പിന്നിൽ ചൈന ആണെങ്കിൽ ഇന്നല്ലെങ്കിൽ നാളെ സത്യം പുറത്തു വരും. പിന്നെ അവരുടെ കാര്യം കട്ടപ്പൊക .,Fake
"me also have doubt. but y,  but y.",Fake
sheddi ragiongal uday kali chinayode eni nadakkilla chetta scaria,Fake
ഈ കമ്മ്യൂണിസ്റ്റ്‌ ഭരണം കഴിയുമ്പോൾ മന്ദബുദ്ധി മലയാളി ഒരു വിധം തീരുമാനം ആകും അല്ലങ്കിൽ just ഒരു അടുത്ത 5&amp;10വർഷം കൂടെ കമ്മ്യൂണിസ്റ്റ്‌ തന്നെ ജയിക്കണേ,original
ഞങ്ങൾ വിശ്വസിക്കട്ടെ. ദൈവം രക്ഷിക്കട്ടെ.,Fake
അടിപൊളി 1,original
അളിയാ ചിരിച്ചുചത്തു<br><br><br>        ഇരട്ട ചങ്കൻ,original
ജൂലൈ jll,Fake
this is what god&39;s own country kerala. ,original
അമേരിക്കയുടെ മരുന്ന് വില്പന സംശയമാണ് പൂർണമായും വിശ്വസിക്കാൻ വയ്യ പടച്ചവൻ കാക്കട്ടെ എല്ലാവരെയും നമുക്ക് പ്രാർത്ഥിക്കാം,Fake
"i am seeing your video only, because you are telling all matters fact.palakkad,ayalur",Fake
പൊളിച്ചു editing ,original
ചൈന താലിബാൻ്റെ ചീത്തപ്പേര് മറികടക്കും,Fake
എന്നിട്ടും പ്രവാസികൾ പുറത്ത്,original
തിരുവാതിര ഓൺ എയർ ,original
"whatever, the song hears nice ,but the lyrics ",original
corona വന്നു ethenkilum nethavonnu chathenkil,original
"കല്ല്യാണത്തിന് രണ്ടു കൊടിയും തിരുവാതിരയും ഉണ്ടെങ്കിൽ 500 ആൾക്കാരെ വിളിക്കാവോ, ",original
കേരളം ആരോഗ്യകാര്യത്തിൽ ലോകത്തിനു മാതൃകയാണെന്ന് എന്തർത്ഥത്തിലാണ് പറയുന്നത്.,Fake
athu nee parayandada mone. who ithu paranjittundu. viddikalude raajaavu sajan karia,Fake
who made hiv ? who made covid 19 ? i  think this  is human life style and after result 2021,Fake
2022 ദുരന്തം ,original
മനുഷ്യനാവണം,original
ഞാൻ ഞെട്ടിയില്ല. കാരണം എനിക്കറിയാം ഇത് ചൈനയുടെ ജൈവ യുദ്ധമാണെന്ന്. ചിലരുടെ ചന്തിയിലെ ചൈന. ത്ഫൂ. ചൈനീസ് പ്രസിഡന്റ്‌ ഷീ ജിങ്ങ് പിങ്ങിനെ ഉടൻ വധിക്കുക. ചൈനയെ ശിക്ഷിക്കുക,Fake
കയ്യും കെട്ടി ഇരുന്നിട്ട് ഇപ്പോൾ കൊണച്ച ഡയലോഗും തള്ളി വന്നിരിക്കുന്നു. രാജ്യദ്രോഹി.,Fake
ippo coronayum illa omicronum illa. ivarde party sammelanathin limit is &quot;unlimited&quot; pakshe baaki ullavarde programs churukanam. <br>sheriyan ivare pedich corona polum varila athraykum variety of virus undallo.  vanna virus odipokum ,original
cpm,original
antham teams ,original
best analysis.reducing the fear.,Fake
alla mashe .thalli vidala alle .russia   il corona ille .inne vare report cheythath .1534 cases .8 deth. today  240 new case,Fake
ldf karrude comment onum kanan illyalo,original
വിടപറയുകയാണോ നീ കൊറോണ അകലെ അകലെ നീ പോയി മറയുകയാണോ,Fake
ചൈന വയറസ് ആയോണ്ട് cpm ന് ബാധിക്കില്ല ഉവ്വോ,original
ഒരു ഉളിപ്പ് ഇല്ലല്ലോ. ഇവർക്ക്. ജനങ്ങളെ  മണ്ടന്മാരാക്കുന്ന ഒരു ഭരണം. അവർക്ക് ഒക്കെ എന്തും ആവാം.,original
super,Fake
corona nuthyajeevidhathinte bhaghamayathukondu. epol covid roghikalumayi എത്ര എന്നോ roghammukhthy എത്ര മരണം എത്ര ഒന്നാം srathikarilla. no interest. ഇനി cash ഇങ്ങനെ ഉണ്ടാകാം എന്നായി janangallku. പീഢനം ഇങ്ങനെ നടത്താം എന്നായി കുറെ പേർ. എന്തു വന്നാലും പഠിക്കാത്ത മനുഷ്യന്‍.,Fake
"manorogam channel over aakkalle,made in india is best,all are indian scientists",Fake
nammade nadu nashichu mashe,original
sammathichu saho,original
ആണോ ? പറച്ചിലിൽ എന്തോ ഒരു പിടുത്തമുണ്ടല്ലോ ഷാജൻ ഭായി. ഒരു വഴിപാട് പോലെ .എനിക്ക് മാത്രമാണോ തോനിയത് . നമ്മുടെ ഗോസ്വാമിയെ മഷിയിട്ട് റോക്കിയിട്ട് കാണുന്നില്ലല്ലോ. ഇതേ കുറിച്ച് വല്ലതും മൊഴി ഞാരുന്നോ . ജാതിയും മതവും രാഷ്ട്രീയ പ്രീണനവും പറഞ്ഞ് നടന്നാ പോര മിസ്റ്റർ - വല്ലപ്പോഴും മനുഷ്യനാവാൻ കൂടി ശ്രമിക്കണം.,Fake
bakki kaananulla thrani enikkilla,original
ഇത് ഞാനും ആലോചിച്ചു. അമേരിക്ക ഇറ്റലി ഒകെ ഒരുപാട് മരണം നടന്നു എന്ന് ന്യൂസ്‌ ചാനലിൽ തുടക്കത്തിൽ ഉണ്ടായിരുന്നു ഇപ്പോ കാണാറില്ല.  ഒരു പേമാരി വന്നു പോയത് പോലെ ആണ് ഈ മഹാമാരി വന്നത്.  ശീലിച്ച ശീലങ്ങൾ തുടർന്ന് കൊണ്ട് പോവാൻ എല്ലാരും ബാധ്യസ്തർ ആവണം എന്ന് മാത്രം,Fake
ചൈനയിൽനിന്നുള്ളവൈറസിന് സഖാക്കളെതിരിച്ചറിയാമായിരിക്കും,original
ente ഈശ്വരാ,original
ethpolathe vivaram illatha oru party kashtm thanne,original
വാളെടുത്തവൻ വാളാൽ. അവർ ഉണ്ടാക്കിയ വൈറസ് നെ അവസാനം അവർക്കു തന്നെ നശിപ്പിക്കേണ്ടി വരുന്നു.,Fake
awsome presentation,Fake
"തിരുവദിരയിൽ മാസ്ക് ധരിക്കൽ നിർബന്ധം ഇല്ല, അത് പോലെ അതിനു വേണ്ടി വന്നവർക്കും.",original
thairu ,original
ഈ ഒട്ടീസംഭരണം ഒന്നവസാനിച്ചിരി ന്നെങ്കിൽ,original
പാർട്ടി വ്യക്തി കേന്ദ്രികൃതമല്ല. ആരും ദൈവമല്ല. ജനങ്ങളാണ് പാർട്ടി. എന്നൊരു പാർട്ടി വ്യക്തി കേന്ദ്രികൃതം ആവുന്നോ അവിടെ ക്യാപിറ്റലിസം തുടക്കമാണ്. ഇന്നത്തെ സോഷ്യലിസ്റ്റ് പാർട്ടിക്കാർ മറക്കുന്നതും അതാണ്.,original
എങ്കിലും താങ്കളുടെ ഈ പ്രസ്താവം ഒരാശ്വാസമാണ് - നന്ദി.,Fake
ini yellarum partti kaliyanam nadatham150 perk,original
ചൈനയെ ഒതുക്കി ഒരു മൂലയിൽ വെച്ച് കഴിനാൽ പിന്നെ ചൈനക്ക് നോട്ടം ഇന്ത്യയെ ആയിരിക്കും ഡ്രെമ്പ് എന്താക്കെ രാജ്യആയിട്ടു സഹൃദം ഉണ്ടോ അവരെയാക്ക ചൈനക്കു നോട്ടം ആയിരിക്കും,Fake
"അവരെ സർക്കാർ ചിലവിൽ ചികില്സിക്കരുത്, കാരണം അവർ സർക്കാരിന്റെ നിർദേശങ്ങളെ അറിഞ്ഞുകൊണ്ട് ധിക്കരിച്ചവരാണ്",Fake
ജനസംഖ്യ   ഒന്നു കുറഞ്ഞു കിട്ടട്ടെ ഷാജൻ,Fake
quarantine paranariye iruthiko as a pravasi njan oru kunnem irikan illa vaccinated anu pinne e parivathira kalikille quarantine,original
naanamileee.kooooiiii,original
very true  our doctors will find out a remedy now this social distancing and increase our immunity is the weapon in this war,Fake
10 വർഷത്തിന് ശേഷം ഉപയോഗിക്കാൻ വെച്ച വൈറസ് അബദ്ധത്തിൽ ലാബിൽ നിന്നും ഔട്ട്‌ ആയി അതിനെ പിടിച്ചു കെട്ടാൻ അവർക്കായില്ല. ഇതിന്റെ പൂർണ ഉത്തരവാദി ചൈനയാണ്. പക്ഷെ ഇതിന് തെളിവുകൾ ഇല്ലാ. സൊ ഇത് നമുക്ക് ഇങ്ങനെ അങ്ങ് വിശ്വസിക്കാം,Fake
sir the state goverments are blaming about the supply of vaccine.sir i appeal to  our honourable union finance minister to introduce acess on income tax and solve the pro blem.the state govt is started collecting money from public for the purchase of vaccine and giving publcity for politcal notication,Fake
ഇതിനെ പറ്റി ഒരു രഹസ്യാന്വേഷണം നടത്താൻ മൊസാദിനെ പോലെ ഒരു agency യെ ഉപയോഗപ്പെടുത്തണം .,Fake
എന്ത് വെറുപ്പിക്കലാണ് ഇത്. വിവരമുള്ള ഒരാളും ഇപ്പോൾ പാർട്ടിയിൽ ഇല്ലേ   അൻസാർ കലാഭവന്റെ ആ തിരുവാതിര ട്രോൾ വീഡിയോ ആണ് സൂപ്പർ,original
അത് അവിടെ മറിക്കാൻ മനുഷ്യർ ഇല്ലാത്തതുകൊണ്ടാണ്,Fake
cammi china covid kaaranam lokam muzhuvan anubhabhikunnu.laka janatha chinaye ottapeduttuka. boycott cammi china products.,Fake
kollam.velivu poya sarkkaru ayallo,original
കിറ്റ് വാങ്ങി നക്കീട്ട് ഡയലോഗ് അടിക്കുന്നോടാ. ,original
നിങ്ങൾ പറയുന്നത് മുഴുവനും ശരിയല്ല. ആധുനിക വൈദൃ ശാസ്ത്രം തോറ്റ പല രീതിയിലുള്ള ഉണങ്ങാത്ത വൃണങ്ങളും കേരളത്തിലെ വൈദൃന്മാർ പ്രകൃതിയിൽ നിന്നും കിട്ടുന്ന മരുന്നുകൊണ്ട് സുഖപ്പെടുത്തിയിട്ടുണ്ട്. അവർ പറയുംബോഴേക്കും വാളെടുത്തു വെട്ടാതെ അവർക്കും ചികിൽസിക്കാൻ അവസരം നൽകുക. നമുക്കു നോക്കാലോ.,Fake
"ചൈന സ്വന്തമായ് മുഖത്തു കരി തേക്കുമ്പോൾ അതിന്റെ പ്രതിവിധി മുന്പേ കണ്ടിട്ടാണ് ഈ നാടകം. ചൈന ഈ മഹാമാരിയിൽ നിന്ന് ഊരി, പക്ഷെ ബാക്കി രാജ്യമെല്ലാം പെട്ടു, ഇത് വലിയ കുതന്ത്ര നാടകം. ചൈന ഇതിൽ ഒന്നാമത്തെതും. നമ്മളൊക്കെ ഇനി ചൈനിടെ അടിയിൽ കൈകൂപ്പി നിൽക്കേണ്ടി വരുമോ? ",Fake
ameerica etoke engne mari kadakkum no idea,Fake
പ്രളയഫണ്ടിലിൽ നിന്ന് പൈസ മുക്കിയ ബുതാൻ - പിണറായി വിജയ്ൻ എന്നാ സഗാവ് thanne,original
allathe chetan parayunna poole.onnm cheyaathe allaa.avr control measures edukkunind.avide epoyum cleaning ind.corona marukayilla.but will be controlled.atannu satyam.vaccines inject cheytend.but atinte results ayi waiting anu.,Fake
evarokke varum എല്ലാം sheri aakum! nalla bharanam! adipoli! ഇനി ഒന്നും പറയാനില്ല. വരുത്തി vacha vina anubhavichalle പറ്റു. aare എന്ത് കുറ്റം പറയാന്‍. പറച്ചില്‍ അല്ല പ്രവര്‍ത്തി ആണ് പ്രധാനം എന്നു എന്താണു മനസ്സിലാക്കുന്നത്. എത്ര കിട്ടിയാലും പഠിക്കാത്ത കുറച്ചു മനുഷ്യരും kore partykkarum athippol onnalla എല്ലാം ഒരേ കണക്കാ,original
apol idh naya kootangale aan alle,original
എന്തിനാ പേടിക്കുന്നത്. സ്ഥിരം വേട്ടമൃഗങ്ങളായ പ്രവാസികളെ ഞങ്ങൾ ഒതുക്കിയിട്ടുണ്ടല്ലോ.,original
"പാവം കമ്മ്യൂണിസ്റ്റുകൾ, പരമ ദയനീയം",original
ഇറ്റലിയിലെ മിലാനിലും ഇറാനിലെ ഖോമിലും ചൈനീസ് നിർമ്മാണ യൂണിറ്റുകളിൽ നിന്നും (മിലാൻ ) പ്രോജെക്ടുകളിൽ നിന്നും ആണു് വൈറസ് പടർന്നു പിടിച്ചത് എന്ന് അറിയപ്പെടുന്ന വസ്തുതയാണ് . പക്ഷേ ചൈനീസ് നഗരങ്ങളിൽ പടർന്നില്ല പോലും . അപ്പോൾ വുഹാൻകാർ പരീക്ഷണ ജീവികളായിരുന്നോ ?,Fake
തലയിൽ വല്ലതും വേണ്ടേ ,original
ente wife ne  njan covid  dutykku vidilla,original
ലേശം ഉളുപ്പ് ,original
പിണറായി രാജാവിന്റെ ഓരോ ലീലാവിലാസങ്ങൾ. ,original
nte nishaanteee,original
vera paniyonnumille.thiruvathira mangatholi,original
it was clearly evident.,Fake
വീണ്ടും ജയിപ്പിച്ചു വിട്ടതിനുള്ള ഉപകാരസ്മരണ,original
this play china creating,Fake
communist itrakum adhapathicho,original
അയ്യയ്യോ. അന്യായ ഉളുപ്പിലായ്മ. എന്തൊരു അത്യാവശ്യമായ പ്രോഗ്രാം ആയിരുന്നു,original
"thiruvaathira,kazhighadum,pinam,mungji",original
keralathil pooo ved adam,original
ഇവരെ തള്ളുകയോ കൊള്ളുകയോ ചെയ്യാം.പകർച്ചവ്യാധികൾ പണ്ടും ഉണ്ടായിരുന്നു.ഇന്നത്തെ പോലെ തന്നെ അന്നും ധാരാളം പേർ മരിച്ചിട്ടുണ്ട്.ചികിൽസിച്ചു ഭേദമാക്കാൻ പറ്റുന്ന രോഗങ്ങൾ ഇന്നത്തെ പോലെ തന്നേ modern medicine കണ്ടുപിടിക്കുന്നതിനുമുൻപും ഭേദമാക്കിയിടുണ്ട്.modern medicine മാത്രമാണ് ശരിയായ ചികിത്സ രീതി എന്നു പറയുന്നത് അംഗീകരിക്കാൻ പറ്റില്ല.മനുഷ്യരാശി ഉണ്ടായതു മുതൽ രോഗങ്ങളും ചികിത്സാരീതി കളും ഉണ്ടായിരുന്നു. covid 19. കാരണം ധാരാളം പേർ മരിച്ചു.ജനങ്ങൾ പൂറത്തിറങ്ങാതെ വീടുകളിൽ കഴിയുന്നു. cancer രോഗം വന്ന് കോടിയിലേറെ ജനങ്ങൾ ഓരോ വർഷവും ലോക ത്ത് മരിക്കുന്നു.ഇതിനൊക്കെ എവിടെ പ്രതിവിധി.ആര് പുരോഗമിച്ചു.എവിടെ പുരോഗമിച്ചു. എല്ലാവരും നിലനിൽപിനു വേണ്ടി തങ്ങളാണ് ശരിയെന്ന് വാദിക്കുന്നു.പിന്നെ പകർച്ച വ്യാധി ഉണ്ടായാൽ രോഗിയുമായി അകലം പ്രാ പ്രിക്കണം .ഈ അവസരത്തിൽ government ന്റെ നിർദേശങ്ങൾ പാലിക്കുകയാണ് വേണ്ടത്. അല്ലാതെ മുറിവൈദ്യൻമാൻ മുറിജല്പനങ്ങളും ഇറക്കി ജനങ്ങളെ യും government യും ബുദ്ധിമുട്ടി ക്കരുതത്.,Fake
ഉത്തര കൊറിയ കേരള കമ്മിസിന്റെ പുണ്യ ഭൂമി.ചുരുക്കി paranghal കമ്മീസ് ലോകം ഭരിക്കാൻ പോവുന്നു.,Fake
കാരണഭൂതന് നന്ദി ,original
ഈ നാശങ്ങൾ <br>നാടിന്റ ശാപം <br>വിവര ദോഷികൾ,Fake
എന്താലെ കഷ്ടം .<br>ഇവരൊക്കെ പൊട്ടൻമാരാണോ ?  അതോ പൊട്ടൻമാരായി അഭിനയിക്കുന്നതാണോ . ശരിക്കും പൊട്ടൻമാരായിരിക്കും .,original
ഈ വർഷത്തെ ഏറ്റവും വലിയ കോമഡി ,original
കമ്മ്യൂണിസ്റ്റ് വിരോധം അല്ലാതെ എന്തെങ്കിലും തെളിവ് മനോരമ വെച്ചോ?,Fake
ഹും അങ്ങനെ marryathakk പോക്കോ നങ്ങളേ നാട്ടിൽ നിന്ന് .ഇല്ലെങ്കില് നങ്ങൾ വിവരം അറിയും .,Fake
*ലെ കൊറോണ : ആഹാ ഒന്നിനും mask ഇല്ലല്ലോ <br><br>*ലെ വിജേട്ടൻ : കടക്ക് പുറത്ത് ,original
china lokathinu bheeshani anu.maricha  38 lakh perudeyum kudumbangaludeyum 100 varshathe chilavu vahikan chinaku mel loka rajyangal samardam cheluthanam,Fake
thank you.kettappol oru samadanam.angane thanne avatte.,Fake
"അല്ലെങ്കിലും ദൈന്യംദിന കാര്യങ്ങൾ നടന്നു പോകാൻ പ്രവാസികളുടെ പൈസ വേണം. പക്ഷേ അവൻ 30 ദിവസത്തെ ലീവിന് നാട്ടിലേക്ക് വരുമ്പോൾ 7 ദിവസം വീട്ടിൽ ഇരിക്കണം, പിന്നെ 7 ദിവസം പ്രേത്യേക നിയന്ത്രണം, കൊള്ളാം, ഈ പ്രവാസികൾ എല്ലാം കൂടെ ഒരു മാസം നാട്ടിലേക്ക് cash അയക്കുന്നില്ല എന്ന് തീരുമാനിച്ചാൽ തീരും ഈ കടി, അതെങ്ങനെയാ നാണം കെട്ടവന്മാരുടെ ആസനത്തിൽ ആലു മുളച്ചാൽ അതും അവർക്കൊക്കെ തണലാണല്ലോ.",original
o my lord and my god protect from covid19 and fatal diseases remove my god god given this covid in world. god completely removed thus fatal diseases. have mercy on us and on the whole world humanities.,Fake
ചൈനക്ക് എല്ലാരാജ്യങ്ങളോടും യുദ്ധo ചെയ്യാനാകില്ല. ഡ്യൂപ്ലിക്കറ്റ് കൊറോണയെ ഉണ്ടാക്കി cherupattanathe konnudukki. avidullavare മണ്ടൻ marakki. എന്നിട്ടു മറ്റുള്ള രാജ്യങ്ങളിൽ കൊറോണയെ സ്ഥാപിച്ചു,Fake
ലോകത്തിലെ ഏറ്റവും വലിയ ഭീഷണിയാണ് മത വൈറസുകൾ. മത വൈറസിനെ തടയുവാൻ ചൈന എന്ന രാജ്യം നിലനിൽക്കേണ്ടത്  കാലഘട്ടത്തിൻറെ അത്യാവശ്യമാണ്,Fake
ഞാൻ ഇപ്പോൾ റഷ്യയിലാണുള്ളത്. താങ്കൾ പറയുംപോലുള്ള യാതൊരു നിയന്ത്രണവും ഇതുവരെ നിലവിൽ വന്നിട്ടില്ല. പൊതു ഗതാഗത സൗകര്യങ്ങളും ഷോപ്പിങ് മാളുകളും പ്രവർത്തിക്കുന്നുണ്ട്. എല്ലാ വാർത്തകളും ഇങ്ങനെ അടിസ്ഥാനമില്ലാതെ തള്ളുന്നതാണോ.,Fake
ബേബിയുടെ സൈദ്ധന്തിക അവലോകനം ഉടൻ ഉണ്ടാകും.,Fake
you are correct.,Fake
my husband took vaccine after he had heart attack and blockage .,Fake
എകാതിപത്യ തീരുമാനങ്ങൾ മാത്രമാണ് മാർകിസ്റ്റ് കമ്മ്യൂണിസ്റ്റ്‌ കാരുടെ തീരുമാനം example:chaina. ഇന്ന് പല കലാലയങ്ങളിലും നടക്കുന്ന അതെ അവസ്ഥ ഭരണം മാറണം. ,original
തിരുവാതിര  കളിക്കാൻ വീണ  ചേച്ചിയും വന്നിരുന്നോ,original
ella tharathilum nadumudikkan undaya party. kitt koduth  alukale pattich janagalod onnu parayum mattonn pravarthikkum,original
kazhuthakootam thiruvathira,original
എത്ര ഒളിപ്പിച്ചാലും ഒരു നാൾ പുറത്തു വരും  ചൈനയിലെ മരണസംഖ്യ  അവർ പൂഴ്ത്തി വച്ചു,Fake
കുറെനുണ നാടകം അതാണ് കൊറോണ. depopulation അജണ്ട ആണ് എന്ന് മനസ്സിൽ ആക്കാനുള്ള സാമാന്യ ബുദ്ധി വിദ്യാഭ്യാസം ഉള്ള മണ്ടൻ ജനത്തിന് അറിയില്ല,Fake
"yes urappayum ith manushiya nirmithiyaane.chinaye ella rajiyagalum koodi chodiyam cheyithal namuk e. mahamariye prathikarikaam,prethikarichillenkil eniyum nammal anubavikedi verum ur app",Fake
only time will prove us right or wrong ! let us prey to the almighty . what else we can do ?,Fake
