content,labels
"பர்ஃபிய போட்டா தலைவர் எங்கிருந்தாலும் வந்துடுவாரு!

பயந்தாங்கோலி_எடப்பாடி துரோகிஎடப்பாடி epstrolls epsfails epsteam eps edappadipalanisamy epstrollcomedy trolleps dindugalsrinivasan epstrolltoday tamiltroll edappadi  political politicalnews enndapannivachirukinga ",Sarcastic
"jenraammedia | தமிழ்ப்பற்று ராகுலா? மோடியா? dmk mkstalin congress rahulgandhi indiaalliance
 
watch more on:  ",Sarcastic
"நாள் :13.04.2024
இடம்: தேனி மாவட்டம்

dmdk admkalliance admk eps 
dmdkparty  captainvijayakanth premalathavijayakanth premalathavijayakanthdmdk aiadmk election2024 loksabhaelection2024  votes makkaleaenmakkalea ",Opinionated
"என்றும் உன்னுடன் …
ntk
seeman4tn 
சீமானின்_சின்னம்_ஒலிவங்கி 
மக்களின்_சின்னம்_மைக்
mike_voiceofpeople
elections2024 ",Positive
"  இதுபோல், அந்தந்த தொகுதிக்கு ஏற்றாற்போல்  வடிவமைப்பு செய்து பரப்புங்கள். மக்களின்_சின்னம்_மைக் mike_voiceofpeople ",Positive
"10 ஆண்டில் எந்த பிரச்சனை சரி ஆனது

 seeman | naamtamilar | ntk | loksabhaelection | electionswithibctamil ",Neutral
அது தவறு இல்லை உடலால் இயற்கையில் மாற்றம் நடந்தால்ஆனால் இதையே அனைவரும் பின்பற்றினால் அது அழிவு,None of the above
indha 20la  lespians  evlo percentage  broindiala ஆண் என்பது  எழுச்சியின்  வடிவம்பெண்  என்பவள்   தாங்குபவள்பூமி போல்அகழ்வாரைத் தாங்கும் நிலம்பொறுமை அமைதி  நிதானம்உடல் அப்படித் தான் வடிவமைக்கப் பட்டுள்ள து ஆண்அது  மிருக மானாலும்  மனிதனானாலும்உ டல்   உறுப்பைப் மர்ம        பார்த்து  மன  நிலையை  சொல்லி விடலாம்   ஆனால்  பெண் இனம் அப்படி அல்ல எந்தசாதாரண பார்வைக்கு வெளிப்பாடும்  இருக்காது2பெண்கள்  சேர்ந்து  என்ன  செய்வார்கள்  குழந்தையும் பிறக்காது சட்ட   அங்கீகாரம் கொடுக்க கூடாது அல்லி ராஜ்ஜியம் என்று படித்து   இருக்கிறோம் முன் காலத்தில்  பெண்கள் சுதந்திரமாக இருந்து  கட்டுக்கடங்காமல் போய்  பின் பல   நூறு  ஆண்டு கள் போராடி  அவர்களை  பூட்டி  வைத்தார்களோ  நாம்  விவரம் புரியாமல்  செய்யும் செயல் dragula சினிமாவில் வருவது போல் திறந்து விடூவிக்கிறோமோ என்ற  அச்சம் எழுகிறது எதில் போய் முடியுமோ இந்த இயற்கையை    எதிர்க்கும்  விளையாட்டு   ஆண் வர்க்கம்  காரக்கிரகத்தில்  கிடக்க வேண்டி வரும்  நாள் 4 தலைமுறைக்கு குள்ளேயே வரும்,None of the above
"உபிஸ்பரிதாபங்கள்
திராவிடமாடல்பரிதாபங்கள்

50 ஆண்டுகால திராவிட ஆட்சி
 இதுவே சாட்சி
திராவிடமாமன்னன்கள்


அவலங்கள் தொடர் கதை


நாம்தமிழர்கட்சி
நாம்தமிழர்
சீமான்

seeman 
ntk 
ntk4tamilnadu 
seemanism
seeman4tn ",Neutral
"மாற்றத்திற்கான எளிய மக்களின் புரட்சி 
   ntk ntk4tn seeman ",Neutral
"இலங்கைதமிழர்கள் கொலையாளிகள்கூட்டணி  

நாம்தமிழர்  annamalai dmk
admk",Negative
"கவுண்ட் டவுன் தொடங்கி விட்டது -முதல்வர் மு.க.ஸ்டாலின்
dmk mkstalin elections2024 india bjp modi tanilnadu ",Positive
"katchatheevu
கச்சத்தீவை இலங்கைக்கு தாரைவார்த்த காங்கிரஸ் அதற்கு உடந்தையாக இருந்த திமுக பத்து வருடங்கள் அதிகாரத்தில் இருந்தும் மீட்க முயற்சி செய்யாத பாஜக இவர்கள் எல்லாம் இன்று  கச்சத்தீவை மீட்போம் என பேசுவது தான் வேடிக்கை!
ntkjennifer4kumari அடிப்படைமாற்றம் நாம்தமிழர்கட்சி ",Substantiated
"  இதுபோல் வடிவமைப்பு செய்யுங்கள்.
மக்களின்_சின்னம்_மைக்
mike_voiceofpeople ",Opinionated
"ஒத்த பனைமரத்துல இத்தனை பொருட்களா! 
பனை மரத்தில் நீங்கள் அறியாத பல பொருள்களை காட்சிப்படுத்திய பனைத் திருவிழா.
சீமானின்_சின்னம்_ஒலிவாங்கி ",Opinionated
"evm-ஐ hack செய்ய முடியுமா? உண்மை என்ன? ex தேர்தல் ஆணையர் exclusive பேட்டி.

link:

evmhack evmban electioncommission 2024elections symbolless seeman ntk bjp ",Opinionated
"பொய் மூட்டைகளை அவிழ்த்து
விடும் திமுகவை கிழித்து
தொங்கவிட்ட பொதுமக்கள்
aravindkejriwal delhi aap

enforcementdirectorate
annamalai senthilbalaji edraid
loksabhaelections2024
dmkfailstn drug_mafia_dmk ",Negative
"பரமக்குடி வனிதா ஞாபகமிருக்கா? ஸ்டாலின் முதல்வராகணும்னு ""நாக்கு"" அறுத்துக்கிட்டாரே. பாருங்க கொடுமையை



paramakudi vanitha mkstalin வனிதா",Neutral
"தண்ணீர் தராத காங்கிரஸுடன் எதுக்கு கூட்டணி! seeman 
சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் 
ntk_symbol_mike
தமிழ்நாட்டுக்கு_வேண்டாம்_அதிமுக_பிஜேபி_காங்கிரஸ்_திமுக 
say_no_to_admk_bjp_congress_dmk
say_no_to_abcd ",Neutral
"பாஜகவில் இணைந்த 19 முக்கிய புள்ளிகள், அமித்ஷா ஹப்பி! | fine time media
bjp annamalai bjpselvakumar admk pmk dmdk edappadi premalathavijayakanth tnbjp amitshah modi finetimemedia

",Opinionated
"திடீரென்று கச்சத்தீவுக்காக கண்ணீர் விடும் பிரதமர், பதவி ஏற்றது முதல் என்ன செய்தார்?'' 

பிபிசி தமிழுக்கு முதலமைச்சர் ஸ்டாலின் பேட்டி
mkstalin narendramodi katchatheevu ",Negative
"40 வேட்பாளர்களில் 20 ஆண்கள் 20 பெண்கள், சம வாய்ப்பு!
அதில் 2 கல்வியாளர்கள், 6 பேராசிரியர்கள்!
மக்களின்_சின்னம்_மைக் 
mike_thevoiceofpeople 
நாம்தமிழர்கட்சி ",Substantiated
"பணம் இருப்பவர்கள் தான் அரசியல் செய்ய முடியும் என்ற நிலையை மாற்றவே நாங்கள் களம் காண்கிறோம். 
மக்களின்_சின்னம்_மைக் ",Opinionated
ஓட்டு கேட்க வரும் திமுகவினரை இது மாதிரி பொதுமக்கள் கேள்வி கேட்டால் தமிழ்நாடு முன்னேறும் திமுகவினரை  பார்த்து கேள்வி கேட்ட பெண்மணிகளுக்கு வாழ்த்துக்கள் dmkfailstn,Negative
"""ஐயா மோடியே வந்தாலும்."" ""என் சின்னம் இல்லாமல் ஓட்டு கேட்க முடியாது""  ""எல்லாருக்கும் மைக் testing 1,2,3."" thanthitv seeman ntk 
 ",Opinionated
மத்த கட்சி பிரச்சாரத்துக்கு போனா எதிர்த்து கேள்வி கேக்குறாங்க சண்டை போடுறாங்க ஆனா நாம் தமிழர் பிரச்சாரத்துக்கு போனா தேடி வந்து ஆதரவு தராங்க மக்கள்.,Opinionated
"newsupdate | ரூ.500 கோடி கிடைத்திருக்கும் - சீமான்

election2024 | theni | seeman | ntk | bjp | newstamil24x7 ",Neutral
"""திமுக செய்த ஒரே ஒரு நன்மையை சொல்லுங்கள்"" - சீமான்  

zeetamilnews seeman loksabhaelection2024 electioncampaign viralvideo shorts   

android link:  
apple link:  ",Opinionated
"பாஜகவுடன் பேச்சுவார்த்தை நடத்தும் எடப்பாடி! ஓ.பி.எஸ். நிலை என்ன?
edappadi edappadipalanisamy etvbharattamil
 ",Opinionated
"என் தந்தையை வைத்து அரசியல் செய்த நீங்கள் தைரியம் இருந்தால் உங்க சொத்து பட்டியலை வெளியிடுங்கள் பார்க்கலாம். நான் வெளியிட தயார்! - வித்யா
krishnagiri | ntk | seeman | veerappan | politicians | polimernews ",Opinionated
"justin | ஆளுநர் மாளிகை நோக்கி 
அதிமுக சார்பில் பேரணி

சின்னமலையில் இருந்து எடப்பாடி பழனிசாமி தலைமையில் புறப்பட்ட பேரணி

rnravi | littlemount | epsrally | admk ",Positive
"என்ன  செருப்படி வாங்கிட்டே இருக்கீங்க

ஆயிரம்_ரூபாய்க்கு_பிறந்தவனுங்க ",Sarcastic
வாய்ப்பை கொடுங்கள்.,Neutral
"  wwe kurt angle அவர்களின் ஆதரவு பெற்ற சின்னம் - மைக்  

மக்களின்_சின்னம்_மைக்
mike_voiceofpeople
 ",Substantiated
பிரிவினைவாத பேச்சு.தேசிய  பாதுகாப்பு சட்டத்துல  கைது பண்ணணும். dmkfailstn காஞ்சாநிதி,Opinionated
"பதட்டத்தில் பிஜேபி! அதிர்ச்சியில் அதிமுக! திண்டாடும் திமுக!  seeman seeman2024 ntk admk ntk_symbol_mike bjpfailstn 
loksabhaelection2024 bjp 
நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி நாம்_தமிழர்_கட்சியின் 
naamtamilarkatchi  
annamalai4coimbatore
",Neutral
"""யாருக்கும் இந்த நிலை வரக்கூடாது""  - பசியோடு கதறும் விவசாயிகள்

 50 வருட திராவிட ஆட்சியில் தமிழக விவசாயிகளின் நிலை.

இத்தனை ஆண்டுகளில் ஒரு நவீன நெல் கொள்முதல் நிலையம் கட்டக்கூட வக்கில்லாத ஆட்சியாளர்கள்.

விடியா_அரசு
திருட்டு_திமுக
dmkfailstn

திராவிடமாடல்பரிதாபங்கள் ",Neutral
"நடுத்தர-ஏழை மக்களின் எதிரி பாஜகவை ஆட்சியில் இருந்து அகற்றுவோம்!

நாற்பதும் நமதே! நாடும் நமதே! 

ஸ்டாலின்குரல்
cmmkstalin
இளந்தலைவர்
vote4dmk
vote4risingsun
udhayanidhistalin
indiaalliance caa admk neet
novoteforbjp bjpfearsindia paypm modidowndown",Positive
"2015-16 மத்திய பட்ஜெட்டில் அறிவிக்கப்பட்ட aiims மருத்துவமனை இன்று வரை ஒற்றைச் செங்களுடன் நிற்கிறது தமிழகத்தில் மட்டும்.
காரணம் தமிழக மக்களுக்கு எதிரான bjpfails அரசு.

உரிமைகளை மீட்க
vote4india 
ஸ்டாலின்குரல் 
dmk
 
 
 ",Substantiated
"சிக்ஸர் 
இதை நடைமுறைப்படுத்தினால் பாமக என்ற கூடாரம் ஒட்டுமொத்தமாக தமிழ்நாட்டில் காலியாகிவிடும்! ",Opinionated
"கோவை திராவிட கோட்டை!

gpr4cbe | coimbatorenews | ganapathiprajkumar | dmk | mkstalin | rahulgandhi

 ",Neutral
"ஒரு வயசான திருட்டுபய

செதச்சிட்டாரு இன்னும் ரெண்ட்டு நாளைக்கு கடந்து உருள போறானுங்க நம்ம உபிஸ் ",Substantiated
"“ஒரு கவுன்சிலரா கூட ஆக முடியல. நீ வந்து அதிமுகவை ஒழிப்பியா?”
  சேலம் பிரசார கூட்டத்தில் அண்ணாமலையை விமர்சித்த அதிமுக பொதுச்செயலாளர் எடப்பாடி பழனிசாமி admk bjp",Sarcastic
"*நடப்பதும்; நடக்க போவதும்* 

 பெட்ரோல் டீசல் விலை குறைந்திட இந்தியா கூட்டணிக்கு  வாக்களிப்போம்.

mkstalinera dravidianmodel dmk4perambalur  risingsun vote4arun ",Opinionated
"justin மன்மோகன் சிங், மோடியின் ஆட்சியில் இந்தியாவுக்கு கிடைத்தது என்ன? -  சீமான் பரப்புரை
seeman ntk karthiga nagapattinam pmmodi manmohansingh electioncampaign loksabhaelections2024 news18tamilnadu |  ",Sarcastic
"breaking | திமுக ஆட்சியில் தொழில் புரிவதே கடினமாகி விட்டது; அதிமுக ஆட்சியில் டீசல் விலை அதிகரிக்காமல் பார்த்து கொண்டோம்; 

admk dmkfails elections2024 mkstalin  

 |  |  |  |  |  | ",Opinionated
"சீமானை கடுப்படித்த சினிமா ரசிகர்!
seeman ntk cinema fan electioncampaign ",Opinionated
"பொள்ளாச்சியில் வெற்றி பெற்றதும் முதல் சேவை உலக தரம் வாய்ந்த பள்ளிகளை தொடங்குவதே.

 

vasantharajan4pollachi dmkfailstn
பொள்ளாச்சியில்_தாமரைஆட்சி vasanthcovaibjp bjptamilnadu bjpcbesouth namoagain2024 modiagain2024 bjpindia bjp admkfailstn ",Positive
"ஜோதி மணி,தமிழச்சிக்கு வலுக்கும் எதிர்ப்பு,அதிமுகவுக்கு சாதாகமான தொகுதிகள்.  

full videowatch now : 

 abdulmuthaleef dmk admk jothimani thamizhachithangapandian edappadi annamalai bjp congress election modi savukkumedia retroluxe ",Opinionated
ஜீவநதி ப்ரியன்  mm சரி,None of the above
"இவனுக இப்படிதான் பேசுவானுக  டம்மி பாவா திருட்டு_திமுக 
dmk legal wing    

விடியா_அரசு
திருட்டு_திமுக
சாத்தானின்_ஆட்சி
dmkfailstn

உபிஸ்பரிதாபங்கள் 
திராவிடமாடல்பரிதாபங்கள் ",Substantiated
"லட்சக்கணக்கான தமிழ் மக்களின் வீடுகள் எனக்காக திறந்திருக்கும். எமோஷன் ஆன ராகுல் காந்தி!

coimbatore | rahulgandhi | mkstalin | indiaallaince | loksabhaelections2024 | zeetamilnews

",Negative
"பாஜக கூட்டணிக்கு நோ சொன்ன எடப்பாடி, டெல்லி பறந்த ஜி.கே.வாசன்!

edappadi | admk | bjp

",Sarcastic
"அண்ணனுக்கு ஸ்வீட் வாங்கிய அன்பு தம்பி 
 

   
    vote4risingsun vote4india   2024elections  dmk wing2point0 mkstalin udhayanidhistalin dmkitwing dmkyouthwing ",Positive
"wife ~ ஏங்க திமுககாரங்க ஓட்டு கேட்டு வராங்க.

husband ~ காதுல பஞ்சு மாட்டிட்டேன்ல. 
dmkfailstn 
ஒற்றைவிரலால்_ஓங்கிஅடிப்போம் வாக்களிப்பீர்_இரட்டைஇலை
admk ",Sarcastic
"நமது சின்னம் ஒலிவாங்கி (மைக்)
மக்களின்_சின்னம்_மைக்
mike_voiceofpeople
elections2024
கள்ளக்குறிச்சி
 
 ",Substantiated
"அண்ணன் வெற்றி கொள்ள எனது வாழ்த்துக்கள்  

ntk",Opinionated
"“இதுவரை அலைபேசியில் ஹலோ என்று பேசிக் கொண்டிருக்கும் சகோதர சகோதரிகள் அடுத்த ஏழு நாட்களுக்கு தாமரை வணக்கம் என்று சொல்ல வேண்டும்” - பாஜக மாநில தலைவர் அண்ணாமலை 

annamalai | bjp | lotus | elections2024 | electioncampaign | coimbatore  ",Negative
"எங்களின் குருதிச் சொந்தங்களே!
இதுவரை திமுக அதிமுக காங்கிரஸ் பாரதிய ஜனதா எல்லா கட்சிக்கும் ஓட்டு போட்டாச்சு. போட்டாச்சு.
இந்த முறை 19.04.2024 அன்று நாம் தமிழர் கட்சியின் ஒலிவாங்கி (மைக்) சின்னத்தில் வாக்களித்து வெற்றி பெறச் செய்ய வேண்டும் என அன்புடன் கேட்டுக் கொள்கிறேன். ",Sarcastic
"பாஜகவின் முடிவுக்கான கவுண்டவுன் ஸ்டார்ட்!

zeetamilnews bjp dmk countdown mkstalin tamilnews

",Positive
"மதுரை மக்களவைத் தொகுதி ஒரு அறிமுகம்| madurai | election 2024 | htt  

loksabhaelections2024 election2024 maduraiconstituency madurai congress aiadmk bjp ntk bjp politics2024 tnpolitics generalelections2024 parliment maduraiconstituency hindutamil ",Positive
"கடந்த 13 ஆண்டுகளாக கத்தி கத்தி உங்களுக்காக செத்துக் கொண்டிருக்கிறேன் - தூத்துக்குடியில் சீமான் ஆவேச பேச்சு!
thoothukudi seemanspeech seeman loksabhaelections2024 naamtamilarkatchi samayamtamil 
",Negative
இந்த மாதிரி முடிஞ்சா பண்ணுங்க,Neutral
"அதே செங்கல வச்சு திருப்பி அடி 

மக்களின்_சின்னம்_மைக்
mike_voiceofpeople ",Substantiated
"காங். வேட்பாளர் சுதாவை முற்றுகையிட்ட விவசாயிகளை வசைபாடிய திமுக நிர்வாகி - நடந்தது என்ன?

congress dmk mayiladuthurai tamilnadu farmers elections2024 

",Opinionated
"live : பெரம்பலூர் நா.த.க. வேட்பாளர் தேன்மொழியை ஆதரித்து சீமான் பிரசாரம்
 ",Positive
"newsupdate பழைய செருப்பு என்று தமிழர்களின் போராட்டங்களை பேசும் அண்ணாமலை அவர்களே அதை வைத்திருப்பதே இப்படி பேசுபவர்களை வெளுக்கத்தான் 

-அண்ணாமலையை விமர்சித்த சீமான்!
seeman ntk annamalai ",Sarcastic
"தேர்தல் என்பதால் பிரதமர் மோடி உள்நாட்டுக்குள் tour அடிக்கிறார் - ஸ்டாலின் 
seeman | ntk | parliamentelection bjp naamtamilarkatchi election2024 electioncampaign loksabhaelection2024 mkstalin modi udhayanithi udhayanithistalin 

",Sarcastic
"தினம் தினம் ஒரு சம்பவம்.

loksabhaelections2024
tamilnadu dmkfailstn elections2024 ",Sarcastic
"எதற்காக நாம் தமிழர் கட்சி? | சீமான் | பாகம் -1 | தாம்பரம் பரப்புரை | seemanlatestnews ntk


சீமானின்_சின்னம்_ஒலிவாங்கி
ntk_symbol_mike
எனதுமுதல்வாக்கு_நாம்தமிழருக்கே
voteforntk ",Opinionated
"வைகோவுக்கு ஷாக் கொடுத்த அண்ணாமலை.
trending bjp annamalai pmmodi dmk mkstalin udhayanidhistalin aiadmk edappadipalanisamy congress mamatabanerjee electioncampaign loksabhaelection2024 parliamentaryelection2024 breakingnews updatenews360
 ",Opinionated
"மதுபாட்டிலுக்கு கூடுதலாக ரூ.10! ஆதாரத்துடன் இபிஎஸ் புகார்!

breakingnews trending mkstalin updatenews360 dmk tngovt tnpolitics trendingnews latestnews bjp edappadipalanisamy eps edappadi stalin senthilbalaji exclusive ptr

",Substantiated
"பெருந்தமிழர் எங்கள் ஐயா இம்மானுவேல் சேகரனாருக்கு இன்று பரமக்குடியில் உள்ள அவரது நினைவிடத்திற்கு நாம் தமிழர் கட்சியின் வெற்றி வேட்பாளர் அம்மா மருத்துவ பேராசிரியர் சந்திரபிரபா அவர்கள் மற்றும் அண்ணன் சாட்டை துறை முருகன் அவர்களும் மரியாதை நிமித்தமாக மலர்வணக்கம் செலுத்தினர்!
ntk ",Opinionated
"கேரளத்தில் கம்யூனிஸ்டை எதிர்க்கும் காங்கிரஸ், மேற்கு வங்கத்தில் திரிணாமுல் காங்கிரஸை எதிர்க்கும் கம்யூனிஸ்ட்! அடேய் கொத்தடிமை_திமுக நாடகக்கோமாளிகளா. அங்கலாம் பாஜக உள்ள வந்துடாதா? சங்கி_ஸ்டாலின் ntk_symbol_mike  ",Negative
"அரிசி விலை உயர்வுக்கு காரணம் தமிழக அரசின் மின்கட்டண உயர்வே!
-தமிழ்நாடு அரிசி ஆலை உரிமையாளர் சங்க தலைவர் ஏ.கே.சுப்ரமணியம்
dmkfailstn ",Opinionated
"நாம் தமிழர் கட்சி சார்பாக ஒலிவாங்கி (மைக்) சின்னத்தில் போட்டியிடும் நாகப்பட்டினம் நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் மு.கார்த்திகா அவர்களை ஆதரித்து 
14.04.2024 இன்று நன்னிலம் 
பேருந்து நிலையம் அருகில் 
 தேர்தல் பரப்புரை மேற்கொண்டபோது!

மக்களின்_சின்னம்_ஒலிவாங்கி 
mike_thevoiceofpeople",Substantiated
"breaking | ""வீரப்பன் இருந்திருந்தால்"". ஆவேசமாக சீமான் சொன்ன வார்த்தை - யோசிக்காமல் மகள் கொடுத்த ரியாக்‌ஷன்

ntk | seeman | krishnagiri | electioncampaign | elections2024 | thanthitv ",Opinionated
"திமுக கவுன்சிலர் புருஷனுங்களுக்கு தக்க பாடம் புகட்டப்படும்.
கஞ்சாநிதி 
novotetodmk
",Negative
"தமிழினத்திற்கான நாம்தமிழர்கட்சிக்கு 
நாம் கொடுக்காமல் வேறு யார் கொடுப்பது 

உங்களால் இயன்றதைச் செய்யுங்கள் 

மக்கள் திரள் நிதித் திரட்டல்: 
  

மாற்றத்திற்குப்_பங்களிப்போம் 
donate4ntk donate4change 

சீமானின்_சின்னம்_ஒலிவாங்கி  ",Positive
"திமுக அரசின் அதிகார அடக்குமுறை! கண்டிப்பாக வள்ளலார் வழி மெய்யன்பர்களும் தக்கப்பாடம் புகட்டுவார்கள்! கொதீக்கும் சீமான்!

dmk mkstalin vadalurvallalarperuveli seeman 



",Positive
"""பாதம் தாங்கிய பழனிச்சாமி"" தென்காசியில் உதயநிதி பிரச்சாரம்.

udhayanidhistalin edapadipalaniswamy elections2024 electionupdate dmk sdcworld mkstalin ",Positive
"live: கோவையில் ராகுல் காந்தி மற்றும் முதல்வர் மு. க. ஸ்டாலின் தேர்தல் பரப்புரை

kovai | mkstalin | rahulgandhi | congress | loksabaelection2024 | indiaalliance 

",Neutral
"சீமான் சிலரின் கட்டுப்பாட்டுக்குள் இருக்கிறார் - நாச்சியாள் சுகந்தி 

ntk seeman admk edappadi dmk vck thiruma

watch interview :  ",Negative
"பிரதமருக்கான தேர்தலா? புரோக்கர்களுக்கான தேர்தலா? 
சீமான் சரமாரி கேள்வி!

ntk seeman naamtamilarkatchi election2024 electioncampaign loksabhaelection2024 newstamil24x7 ",Sarcastic
"
சீமானின்_சின்னம்_ஒலிவாங்கி 
ntk_symbol_mic 
ntkitwing 
seeman4tn 
seeman4cm 
ntk 
சீமான் 
seemanism 
இதைத்தான் திரு.சீமான் அவர்கள் , பல மேடைகளில், பல நேர்காணலில், கொரியா அரசாங்க பள்ளியின் உலகத்தரம், சிறந்த கல்வி, அதன் நிலையைப்பற்றி கூறி வருகிறார்",Opinionated
"""கனிமொழியை எதிர்ப்பவர்கள் டெபாசிட் இழப்பார்கள்"" - பிரச்சாரத்தில் அமைச்சர் உதயநிதி சவால்  

thoothukudi thiruchendur ministerudhayanidhistalin kanimozli electioncampaign elections2024 dmk thanthitv",Opinionated
வெள்ளை குடை காட்டிக்கொடுத்து விட்டது திருட்டுதிமுக | நீங்க தான் கள்ளக்கூட்டணி வைத்துள்ளீர்கள் பாசிசபாஜக வுடன்!,Neutral
"குறியீடு  

மக்களின்_சின்னம்_மைக்
mike_voiceofpeople ",Positive
"அந்த லவ் யூ சத்தம் ,
தம்பி தங்கைகளின் ஆரவாரம்,
அண்ணனின் சிரிப்பு 
அனைத்தும் கண்கொள்ளா காட்சி 

அண்ணே love you ணே  ",Sarcastic
"காங்கிரஸ் பாஜக திருநெல்வேலி வேட்பாளர்களை. சம்பவம் செய்த அக்கா சத்யா
வாக்குஇயந்திரத்தில் வரிசைஎண் 7 ல்   திருநெல்வேலி  ஒலிவாங்கி மைக் 
நாம்தமிழர் நாம்தமிழர்கட்சி
 நெல்லை நமதுசின்னம்_ஒலிவாங்கி
ntk_symbol_mike  seeman ntk seeman4tn seeman_symbol_mike 
tirunelveli ",Opinionated
"திருச்சி நாடாளுமன்ற தொகுதி dmk தலைமையிலான india கூட்டணியின் mdmk வெற்றி வேட்பாளர் அன்பு சகோதரர் துரை வைகோ அவர்களை ஆதரித்து கந்தர்வகோட்டை சட்டமன்றத் தொகுதி குன்றாண்டார் கோவில் மத்திய ஒன்றியத்தில் வாக்கு சேகரித்தோம்.

வாக்களிப்பீர் தீப்பெட்டி
vote4india
vote4dmkalliance

   ",Neutral
"நல்லது. அடிச்சு விரட்டனும் இந்த திருட்டு திமுக கூட்டத்தை.
dmkfails dmkfailstn",Negative
"மாற்று வழி இருக்க ஏன் ஆபத்தான வழியை தேடுகிறீர்கள் . 

கழிவுகளிலிருந்து மீத்தேன்  ஈத்தேன் , சூரிய ஒளி  காற்றாலை மற்றும் கடல் அலைகளில் இருந்து மின்சாரம் என்பது மாற்று வழி என்பதோடு தீராத வளமும் ஆகும் .

செந்தமிழன் சீமான் 
தலைமை ஒருங்கிணைப்பாளர்


மக்களின்_சின்னம்_மைக்
mike_voiceofpeople
elections2024

நாகப்பட்டினம் திருவாரூர்",Substantiated
"சாதி, மதம், சாமியை பற்றி பேசுபவன் மக்களை பற்றி சிந்திக்க மாட்டான்.

சீமானின்_சின்னம்_ஒலிவாங்கி மக்களின்_சின்னம்_மைக் mike_voiceofpeople

",Substantiated
"உலகின் தலைசிறந்த 
சொல் செயல் .

தம்பிகள் செய்து காட்டுவார்கள்.
சீமான் நாம்தமிழர் நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி
seeman
ttf
ttfvasan 
சீமானின்_சின்னம்_ஒலிவாங்கி ",Negative
"50 ஆண்டுகால திராவிட ஆட்சி
 இதுவே சாட்சி

அவலங்கள் தொடர் கதை

பெரம்பலூரில் இருந்து அரியலூர் சென்ற அரசு பேருந்தில் பயணிகள் அவதி.

உபிஸ்பரிதாபங்கள்
திராவிடமாடல்பரிதாபங்கள்

திருடும்_திராவிட_அரசு 
திருட்டு_திமுக
சாத்தானின்_ஆட்சி
dmkfailstn ",Negative
"இன்பமாய் இருக்குதைய்யா! novotefordmk
dontvotefordmk
saynotodrugs
saynotodmk
திமுககேடுதரும் 
dmkfailstn 
ரவுடிக்கட்சிதிமுக
antihindudmk
dmkagainsthindus
பெரியாராவது_மயிராவது",Sarcastic
"நிர்பந்தத்தில் நிற்கும் அமைச்சர்… ராஜாவாகபோகும் ஆ.ராசா… | nilgiris | ariyanai yaaruku

zeetamilnews nilgiris araja annamalai tnbjp modi spvelumani pmk bjp sowmiyaanbumani electioncampaign election2024update mkstalin dmk modi

",Sarcastic
" அண்ணன் சீமான் 

நன்றி தளபதி .
voteformike 
ntk",Neutral
மயிலாடுதுறை பாராளுமன்றத்தொகுதி வெற்றி வேட்பாளர் சகோதரி காளியம்மாள் அவர்களின் சிறப்பு நேர்காணல் களத்திலிருந்து.  ntk_symbol_mike  mike_voiceofpeople  மக்களின்_சின்னம்_மைக்  - 1/3,Substantiated
"நேற்று எனது தொகுதிக்கு உட்பட்ட அறந்தாங்கி சட்டமன்றத் தொகுதியின் பகுதிகளில் எனது மக்களை சந்தித்து வாக்கு சேகரிப்பின் போது.
(13/04/2024)

சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் 

உறுதியாக வெல்வோம். ",Negative
"மாண்புமிகு கழகப் பொதுச் செயலாளர் திரு. edappadi k. palaniswami அவர்களை, கழக செய்தித் தொடர்பாளர் திரு. r m babu murugavel அவர்கள் தனது பிறந்தநாளை முன்னிட்டு நேரில் சந்தித்து பூங்கொத்து வழங்கி வாழ்த்து பெற்றார்.

aiadmk ",Positive
"மழை வெள்ளத்தில் முதல்வர் என்ன நடவடிக்கை எடுத்தார்? jayavardhan குற்றச்சாட்டு 

admk | eps | jayvardhan | loksabhaelection2024 |  ",Opinionated
ஒரு வாய்ப்பு தாருங்கள்,Negative
"தமிழ்நாட்டை சீரழித்த பழனிசாமி - தலைவர்  

gpr4cbe | ganapathiprajkumar  | coimbatore | mkstalin  | rahulgandhi ",Neutral
"இலவசம் வளர்ச்சி அல்ல வீழ்ச்சி: சீமான்
seeman|ntk|elections2024|elections24|indiaelections2024|elections|generalelections2024
 ",Positive
"ஜெருசலேம் புனிதப் பயணம் செல்லும் கிறிஸ்தவர்களுக்கு நிதியுதவி வழங்கவில்லை- எடப்பாடி பழனிசாமி

edappadi palanisamy",Opinionated
"பாஜகவிற்கு வடக்கில் நடக்கும் சோதனை,அமித்ஷா மோடி தமிழக வருகை கேள்விக்குறிதான்?

full videowatch now : 

tharasushyam modi bjp tamilnews dmk admk edappadi tamilnews amithsha congress rahulgandhi ",Opinionated
"மயிலாடுதுறை மக்களவைத் தொகுதி - ஓர் அறிமுகம்

link: 

loksabhaelections2024 election2024 mayiladuthuraiconstituency congress aiadmk bjp ntk mkstalin politics2024 tnpolitics generalelections2024 parliment hindutamil",Positive
